date,open,close,price_change,p_change_rate,low,high,volume,amount,turnover,index_open,index_close,index_price_change,index_p_change_rate,index_low,index_high,index_volume,index_amount
20090617,16.74,16.6,0.09,0.54,16.41,17.05,216692.0,36178.55,0.73,10782.65,11040.49,243.29,2.25,10688.06,11077.42,71305496.0,6573609.0
20090616,16.29,16.69,0.22,1.34,16.13,17.1,356336.0,59936.48,1.2,10655.99,10797.2,28.24,0.26,10614.03,10851.7,60187508.0,5667365.5
20090615,15.41,16.47,1.0,6.46,15.4,16.58,325512.0,52425.01,1.09,10578.64,10768.96,244.83,2.33,10522.77,10768.96,62633292.0,5683063.5
20090612,16.0,15.47,0.59,3.67,15.33,16.25,319155.0,50299.73,1.07,10676.69,10524.13,175.78,1.64,10440.11,10768.75,77183824.0,6502949.5
20090611,16.25,16.06,0.15,0.93,16.0,16.49,258587.0,41821.99,0.87,10803.54,10699.91,120.83,1.12,10658.97,10858.7,77072352.0,6722876.5
20090610,15.5,16.21,0.72,4.65,15.4,16.58,631518.0,101998.64,2.12,10819.32,10820.74,80.65,0.75,10754.03,10882.5,84947216.0,7350027.0
20090609,14.85,15.49,0.6,4.03,14.81,15.6,553417.0,84932.16,1.86,10648.06,10740.09,128.34,1.21,10497.37,10740.09,79357288.0,7080644.5
20090608,15.09,14.89,0.19,1.26,14.79,15.18,226831.0,33884.01,0.76,10651.18,10611.75,55.36,0.52,10524.45,10736.39,77778696.0,7057422.5
20090605,14.92,15.08,0.28,1.89,14.66,15.3,411226.0,61558.76,1.38,10763.51,10667.11,66.61,0.62,10655.35,10817.04,84107040.0,8148553.5
20090604,14.62,14.8,0.2,1.37,14.62,15.07,276605.0,41010.41,0.93,10651.16,10733.72,21.41,0.2,10567.43,10800.24,93783776.0,8536370.0
20090603,14.71,14.6,0.09,0.61,14.48,14.74,243786.0,35496.8,0.82,10473.12,10712.31,227.98,2.17,10459.02,10712.31,91909400.0,8041858.5
20090602,14.8,14.69,0.03,0.2,14.59,14.85,237211.0,34853.75,0.8,10508.58,10484.33,62.98,0.6,10439.56,10566.11,84006256.0,7648226.5
20090601,14.58,14.72,0.17,1.17,14.58,14.85,216545.0,31829.82,0.73,10267.74,10421.35,293.43,2.9,10267.74,10458.78,79324152.0,7008710.0
20090527,14.51,14.55,0.08,0.55,14.31,14.58,149494.0,21659.84,0.5,10097.47,10127.92,105.62,1.05,10002.75,10165.43,66910924.0,5605998.0
20090526,14.38,14.47,0.09,0.63,14.3,14.77,193822.0,28202.57,0.65,10176.64,10022.3,159.86,1.57,10006.48,10207.89,94260784.0,7285451.0
20090525,14.3,14.38,0.22,1.51,14.05,14.62,240960.0,34525.68,0.81,9861.37,10182.16,109.53,1.09,9824.62,10215.14,72698224.0,6725499.5
20090522,14.5,14.6,0.2,1.35,14.35,14.85,245387.0,35700.73,0.82,10049.3,10072.63,36.23,0.36,9976.92,10158.52,60032288.0,5391067.0
20090521,15.06,14.8,0.36,2.37,14.6,15.09,269379.0,39757.48,0.9,10302.03,10108.86,260.28,2.51,10048.35,10342.77,82856768.0,7249982.5
20090520,15.33,15.16,0.01,0.07,15.11,15.54,322884.0,49571.78,1.08,10453.39,10369.14,55.22,0.53,10369.14,10497.17,86278328.0,7800797.5
20090519,15.31,15.15,0.08,0.53,14.99,15.42,225984.0,34238.21,0.76,10413.28,10424.36,110.32,1.07,10359.63,10465.75,88167840.0,8063606.0
20090518,15.2,15.23,0.1,0.65,14.8,15.27,170680.0,25716.98,0.57,10211.02,10314.04,40.81,0.4,10023.65,10339.02,69368624.0,6060668.5
20090515,15.26,15.33,0.07,0.46,15.1,15.38,207923.0,31758.4,0.7,10276.55,10273.23,21.08,0.21,10164.92,10357.0,71035576.0,6153052.0
20090514,15.5,15.26,0.39,2.49,14.95,15.5,351629.0,53352.84,1.18,10179.51,10252.15,42.22,0.41,10087.73,10283.83,77614536.0,6734176.5
20090513,14.76,15.65,1.01,6.9,14.7,15.8,738050.0,113430.12,2.48,10206.79,10294.37,115.22,1.13,10172.62,10331.5,85875176.0,7542531.5
20090512,14.45,14.64,0.19,1.31,14.25,14.7,227128.0,33025.18,0.76,9774.8,10179.15,310.36,3.14,9764.84,10179.15,73319984.0,6045369.0
20090511,14.96,14.45,0.36,2.43,14.44,14.97,246680.0,36410.07,0.83,10248.52,9868.79,314.27,3.09,9865.22,10347.74,105754912.0,8936750.0
20090508,14.8,14.81,0.09,0.6,14.3,15.01,352329.0,51434.27,1.18,10014.25,10183.06,74.12,0.73,9907.18,10252.22,98816112.0,8580795.0
20090507,15.28,14.9,0.25,1.65,14.7,15.35,334845.0,50109.77,1.12,10229.04,10108.94,40.12,0.4,9973.55,10318.66,107347360.0,9623916.0
20090506,15.11,15.15,0.04,0.26,14.93,15.37,270845.0,40982.19,0.91,9942.36,10149.07,201.26,2.02,9911.82,10183.76,92020184.0,8277077.0
20090505,15.34,15.11,0.11,0.72,15.02,15.55,365517.0,55857.11,1.84,9958.54,9947.81,48.14,0.49,9910.69,10072.48,93290272.0,7719462.5
20090504,14.97,15.22,0.3,2.01,14.97,15.32,386146.0,58486.97,1.94,9567.63,9899.67,397.15,4.18,9562.95,9899.67,85506776.0,7290813.5
20090430,14.65,14.92,0.33,2.26,14.6,15.05,415315.0,62100.73,2.09,9464.03,9502.52,119.31,1.27,9422.7,9566.75,76915520.0,6376820.5
20090429,14.12,14.59,0.5,3.55,14.11,14.65,334996.0,48470.61,1.69,9097.72,9383.21,278.91,3.06,9079.08,9425.79,69360456.0,5799910.0
20090428,14.03,14.09,0.05,0.35,13.87,14.3,238934.0,33608.36,1.2,9011.42,9104.3,22.08,0.24,8985.6,9169.39,56641680.0,4755144.5
20090427,14.95,14.14,0.73,4.91,14.1,14.97,395337.0,56744.76,1.99,9291.22,9082.22,232.98,2.5,9032.49,9332.0,67606496.0,5353608.5
20090424,14.76,14.87,0.17,1.16,14.35,15.28,396429.0,58522.66,2.0,9398.49,9315.21,45.63,0.49,9313.23,9442.42,67250424.0,5811004.5
20090423,14.5,14.7,0.06,0.41,14.11,14.72,374404.0,54102.73,1.88,9178.21,9360.84,111.76,1.21,9132.4,9409.14,74353272.0,6055092.5
20090422,15.62,14.64,0.96,6.15,14.25,15.85,650574.0,97669.4,3.27,9689.16,9249.08,391.82,4.06,9175.55,9762.83,108088136.0,9015362.0
20090421,15.32,15.6,0.3,1.96,14.81,15.85,672984.0,103917.52,3.39,9665.91,9640.9,152.74,1.56,9499.49,9760.73,102615176.0,8610452.0
20090420,14.04,15.3,1.3,9.29,14.04,15.3,637338.0,93713.74,3.21,9559.61,9793.64,213.58,2.23,9547.59,9793.64,95876472.0,7927352.5
20090417,13.79,14.0,0.22,1.6,13.55,14.25,590981.0,82724.87,2.97,9679.97,9580.06,131.3,1.35,9487.86,9732.1,96182808.0,8494014.0
20090416,13.6,13.78,0.18,1.32,13.55,14.08,401346.0,55458.58,2.02,9751.77,9711.36,13.22,0.14,9563.08,9776.68,110313240.0,9618875.0
20090415,13.87,13.6,0.27,1.95,13.21,13.87,544785.0,73648.55,2.74,9629.22,9724.58,46.4,0.48,9500.26,9734.06,109595248.0,9631415.0
20090414,14.1,13.87,0.11,0.79,13.7,14.1,352377.0,48986.52,1.77,9519.42,9678.18,138.38,1.45,9460.05,9701.75,102965000.0,9167473.0
20090413,13.68,13.98,0.53,3.94,13.65,14.4,511029.0,71658.95,2.57,9449.51,9539.8,194.36,2.08,9441.16,9577.03,109814424.0,9429539.0
20090410,13.09,13.45,0.47,3.62,13.08,13.6,471627.0,63198.8,2.37,9094.58,9345.44,315.13,3.49,9080.12,9345.44,95266528.0,8201709.0
20090409,19.25,19.5,0.15,0.78,18.75,19.61,216072.0,41452.3,1.09,8889.07,9030.31,133.34,1.5,8816.08,9030.31,69589896.0,5800843.0
20090408,19.88,19.35,0.55,2.76,19.3,20.5,229742.0,45731.39,1.16,9196.6,8896.97,335.29,3.63,8896.76,9235.89,83625864.0,7067512.0
20090407,20.6,19.9,0.32,1.58,19.63,20.7,236528.0,47319.18,1.19,9251.13,9232.26,12.4,0.13,9126.92,9334.11,71386296.0,6308888.5
20090403,20.2,20.22,0.23,1.15,20.1,20.95,350453.0,71981.81,1.76,9374.85,9244.66,56.26,0.6,9204.77,9436.64,94797664.0,8178003.0
20090402,18.7,19.99,1.36,7.3,18.66,20.33,440714.0,86759.02,2.22,9189.3,9300.92,144.91,1.58,9183.83,9380.89,102463168.0,8716909.0
20090401,18.21,18.63,0.58,3.21,18.21,18.99,254844.0,47752.55,1.28,9032.4,9156.01,174.06,1.94,9032.4,9245.66,101941440.0,8569487.0
20090330,18.5,18.05,0.54,2.9,18.0,18.66,194056.0,35437.62,0.98,8991.87,8910.42,83.73,0.93,8846.16,8998.65,77618592.0,6318202.5
20090327,18.66,18.59,0.02,0.11,18.35,19.1,213180.0,39878.54,1.07,9043.26,8994.15,10.28,0.11,8934.7,9115.04,94421656.0,7677119.5
20090326,18.21,18.57,0.17,0.92,18.0,18.75,215664.0,39583.9,1.09,8740.06,8983.87,227.62,2.6,8590.01,8988.33,79185584.0,6391542.5
20090325,18.6,18.4,0.4,2.13,18.24,18.79,231775.0,42874.78,1.17,8888.87,8756.25,198.59,2.22,8756.25,9029.42,82621304.0,6752847.5
20090324,18.5,18.8,0.58,3.18,18.23,19.2,404227.0,75958.95,2.03,9012.24,8954.84,69.09,0.78,8911.57,9071.69,92887600.0,7629559.5
20090323,17.85,18.22,0.36,2.02,17.76,18.53,261732.0,47822.2,1.32,8664.67,8885.75,238.24,2.76,8623.13,8947.7,96335520.0,7821179.5
20090320,17.95,17.86,0.04,0.22,17.38,18.1,298171.0,52863.67,1.5,8657.44,8647.51,25.04,0.29,8477.85,8717.64,89632112.0,7266946.5
20090319,17.52,17.9,0.49,2.81,17.5,18.19,375330.0,67448.14,1.89,8483.08,8622.47,156.51,1.85,8460.96,8665.15,82730624.0,6511694.0
20090318,17.18,17.41,0.4,2.35,17.16,17.85,446717.0,78569.29,2.25,8438.48,8465.96,76.09,0.91,8415.71,8627.0,90073200.0,7076944.5
20090317,16.1,17.01,0.94,5.85,16.07,17.21,389185.0,65263.15,1.96,8035.85,8389.87,367.18,4.58,8029.53,8427.89,78655960.0,5975423.5
20090316,16.03,16.07,0.03,0.19,15.73,16.14,132553.0,21116.0,0.67,7847.34,8022.69,146.95,1.87,7795.05,8033.09,44659340.0,3264626.25
20090313,16.12,16.1,0.01,0.06,15.9,16.43,227977.0,36805.77,1.15,7963.76,7875.74,57.77,0.73,7851.91,8051.47,49466316.0,3657352.0
20090312,16.5,16.09,0.39,2.37,15.74,16.65,270931.0,43460.08,1.36,7900.87,7933.51,8.0,0.1,7696.16,7964.74,52083056.0,3830468.25
20090311,17.25,16.48,0.42,2.49,16.42,17.29,216685.0,36440.89,1.09,8225.33,7941.51,104.15,1.29,7908.25,8245.61,61497804.0,4464037.0
20090310,16.5,16.9,0.17,1.02,16.21,16.98,179088.0,29623.95,0.9,7829.97,8045.66,98.86,1.24,7786.86,8045.66,49448428.0,3576633.0
20090309,17.5,16.73,0.58,3.35,16.66,17.88,414473.0,71893.34,2.09,8310.12,7946.8,303.08,3.67,7907.29,8426.99,70988296.0,5226722.5
20090306,16.01,17.31,1.02,6.26,15.89,17.85,523838.0,88542.56,2.64,8094.08,8249.89,7.61,0.09,8062.91,8327.95,68971144.0,5237192.5
20090305,16.8,16.29,0.34,2.04,16.09,16.88,423038.0,69763.32,2.13,8341.53,8242.28,14.59,0.18,8110.02,8412.07,96933552.0,7350971.0
20090304,15.78,16.63,0.93,5.92,15.71,16.78,445929.0,72348.14,2.24,7742.67,8227.69,532.07,6.91,7742.67,8253.78,88054592.0,6521198.5
20090303,15.88,15.7,0.5,3.09,15.5,16.07,321406.0,50596.88,1.62,7568.4,7695.62,67.1,0.86,7524.13,7814.81,63036840.0,4563435.0
20090302,16.3,16.2,0.1,0.62,15.8,16.5,230558.0,37301.71,1.16,7511.66,7762.72,154.5,2.03,7495.82,7806.81,57686924.0,4046618.5
20090227,15.82,16.1,0.05,0.31,15.56,16.18,211153.0,33560.27,0.96,7668.11,7608.22,169.68,2.18,7453.4,7728.75,78802016.0,5197495.5
20090226,16.89,16.15,0.83,4.89,15.64,17.14,284758.0,47083.43,1.29,8207.85,7777.9,463.76,5.63,7650.82,8359.56,89924864.0,6833823.5
20090225,17.56,16.98,0.6,3.41,16.51,17.74,266933.0,45589.3,1.21,8443.42,8241.66,161.36,1.92,7994.59,8493.52,95046184.0,7476874.5
20090224,18.15,17.58,0.72,3.93,17.01,18.31,341181.0,60214.27,1.55,8637.88,8403.02,324.68,3.72,8369.14,8820.67,114560608.0,8921717.0
20090223,17.87,18.3,0.42,2.35,17.48,18.34,288399.0,51831.36,1.31,8423.4,8727.7,303.93,3.61,8372.56,8763.84,95012464.0,7444357.0
20090220,17.53,17.88,0.55,3.17,17.26,17.99,283904.0,50078.35,1.29,8235.76,8423.77,209.87,2.56,8157.59,8424.68,79559336.0,6235616.0
20090219,17.5,17.33,0.03,0.17,17.0,17.75,250964.0,43537.57,1.14,8149.37,8213.9,130.4,1.61,8049.92,8289.51,80061976.0,5977768.0
20090218,18.21,17.36,1.29,6.92,17.3,18.3,456325.0,81251.66,2.07,8282.9,8083.5,377.66,4.46,8074.69,8441.3,96805968.0,7145670.0
20090217,18.98,18.65,0.33,1.74,18.63,19.65,473711.0,91019.76,2.15,8769.54,8461.16,309.88,3.53,8461.16,8800.63,114399328.0,8622233.0
20090216,19.55,18.98,0.36,1.86,18.68,19.69,522435.0,99732.35,2.37,8707.92,8771.04,142.29,1.65,8552.46,8796.81,122883360.0,9293573.0
20090213,18.86,19.34,0.48,2.55,18.73,19.49,431768.0,82626.14,1.96,8330.13,8628.75,309.95,3.73,8290.43,8648.02,118802808.0,8813819.0
20090212,18.7,18.86,0.18,0.96,18.16,19.29,535790.0,100887.89,2.43,8295.42,8318.8,29.59,0.36,8001.71,8354.13,103880728.0,7682268.5
20090211,17.91,18.68,0.34,1.85,17.81,19.27,558193.0,103028.27,2.54,8119.76,8289.21,23.65,0.29,8066.52,8506.67,124217024.0,9377083.0
20090210,18.35,18.34,0.06,0.33,17.94,18.57,429374.0,78278.16,1.95,8066.67,8265.56,177.87,2.2,7942.35,8266.25,106235648.0,7664686.0
20090209,17.55,18.28,0.97,5.6,17.55,18.45,619645.0,111556.12,2.82,7891.49,8087.69,315.79,4.06,7861.85,8129.19,117879080.0,8257179.0
20090206,16.4,17.31,0.94,5.74,16.39,17.43,497012.0,84067.77,2.26,7440.27,7771.9,358.48,4.84,7440.27,7772.39,97053040.0,6671447.5
20090205,16.7,16.37,0.29,1.74,16.26,17.09,352512.0,59040.87,1.6,7468.67,7413.42,64.21,0.86,7348.38,7640.93,96393952.0,6572389.5
20090204,16.32,16.66,0.44,2.71,16.11,16.75,325597.0,53364.07,1.48,7300.19,7477.63,211.22,2.91,7288.4,7477.63,86949608.0,5692122.5
20090203,15.8,16.22,0.46,2.92,15.55,16.37,316864.0,50610.66,1.44,7089.95,7266.41,178.8,2.52,7046.62,7266.41,79482632.0,5174262.0
20090202,15.89,15.76,0.05,0.32,15.48,15.94,192716.0,30181.93,0.88,7073.87,7087.61,72.37,1.03,6995.84,7099.25,51401396.0,3347268.5
20090123,15.74,15.71,0.14,0.88,15.51,15.78,183825.0,28785.03,0.84,7026.58,7015.24,35.64,0.51,6984.82,7094.57,49925760.0,3274213.75
20090122,15.78,15.85,0.03,0.19,15.31,15.98,372459.0,58448.52,1.69,6994.84,7050.88,80.07,1.15,6928.9,7055.89,53882496.0,3596327.75
20090121,16.96,15.88,1.59,9.1,15.72,16.97,1248301.0,199258.38,5.67,6912.74,6970.81,49.7,0.71,6879.16,7050.9,54177744.0,3691999.25
20090120,17.55,17.47,0.13,0.74,17.1,17.65,117307.0,20376.08,0.53,6963.55,7020.51,37.92,0.54,6900.21,7020.51,44335636.0,2854033.5
20090119,17.2,17.6,0.53,3.1,17.2,17.97,244203.0,43042.71,1.11,6972.58,6982.59,65.11,0.94,6912.1,7103.83,58693244.0,3735256.75
20090116,16.94,17.07,0.27,1.61,16.85,17.52,270049.0,46594.9,1.23,6832.25,6917.48,118.95,1.75,6832.25,7038.94,74379952.0,4710982.5
20090115,17.0,16.8,0.3,1.75,16.64,17.05,153169.0,25775.87,0.7,6739.63,6798.53,13.34,0.2,6720.56,6889.04,65720900.0,4226717.0
20090114,16.59,17.1,0.49,2.95,16.58,17.15,195095.0,32803.64,0.89,6518.85,6811.87,281.06,4.3,6518.85,6811.87,51742772.0,3357013.25
20090113,16.89,16.61,0.42,2.47,16.6,16.97,148054.0,24813.41,0.67,6603.49,6530.81,189.1,2.81,6529.06,6664.51,47010992.0,3140829.5
20090112,16.8,17.03,0.17,1.01,16.71,17.22,186390.0,31680.23,0.85,6690.96,6719.91,0.03,0.0,6665.9,6798.97,52999448.0,3585314.75
20090109,16.72,16.86,0.14,0.84,16.4,16.93,201400.0,33509.85,0.92,6621.22,6719.88,102.9,1.56,6620.38,6736.34,44974312.0,3188518.25
20090108,17.0,16.72,0.58,3.35,16.5,17.17,146585.0,24655.22,0.67,6600.04,6616.98,108.84,1.62,6546.77,6656.18,46322672.0,3295889.0
20090107,17.19,17.3,0.1,0.58,17.01,17.7,173678.0,30198.26,0.79,6769.6,6725.82,69.52,1.02,6725.21,6836.11,53175828.0,3421451.25
20090106,17.6,17.2,0.48,2.71,16.74,17.6,458163.0,78103.81,2.08,6631.18,6795.34,160.46,2.42,6600.27,6820.08,59411968.0,3691350.75
20090105,18.29,17.68,0.23,1.28,17.38,18.4,154212.0,27331.02,0.7,6557.42,6634.88,149.37,2.3,6514.49,6634.88,41476924.0,2510041.75
20081231,17.85,17.91,0.14,0.78,17.68,18.08,92474.0,16537.32,0.42,6546.08,6485.51,72.65,1.11,6460.7,6561.48,35078160.0,2090348.38
20081230,18.0,18.05,0.05,0.28,17.45,18.17,109858.0,19639.96,0.5,6629.88,6558.16,95.04,1.43,6498.31,6652.51,34934820.0,2120652.5
20081229,17.9,18.0,0.1,0.56,17.19,18.08,82063.0,14558.95,0.37,6641.78,6653.2,51.05,0.76,6483.54,6682.72,33842176.0,1936495.62
20081226,17.99,17.9,0.03,0.17,17.52,18.09,68181.0,12120.47,0.31,6741.24,6704.25,80.79,1.19,6654.59,6776.3,35903656.0,2277513.0
20081225,17.7,17.87,0.42,2.41,17.46,18.25,131383.0,23480.16,0.6,6871.08,6785.04,60.56,0.88,6704.81,6919.22,39835408.0,2304461.5
20081224,17.4,17.45,0.14,0.8,17.15,17.85,81265.0,14234.07,0.37,6871.29,6845.6,107.31,1.54,6794.28,6932.04,46654500.0,2619325.25
20081223,18.72,17.59,1.09,5.84,17.5,18.75,148837.0,26753.73,0.68,7310.19,6952.91,342.21,4.69,6950.28,7310.19,65708764.0,3981160.75
20081222,19.18,18.68,0.4,2.1,18.2,19.38,114445.0,21378.29,0.52,7429.46,7295.12,143.71,1.93,7204.84,7465.49,58481128.0,3616709.0
20081219,18.93,19.08,0.2,1.06,18.76,19.46,113599.0,21788.63,0.52,7391.32,7438.83,26.36,0.36,7361.05,7507.7,62055912.0,3798814.0
20081218,18.7,18.88,0.11,0.59,18.3,19.04,73836.0,13808.49,0.34,7291.69,7412.47,125.6,1.72,7215.38,7416.46,55494424.0,3293337.5
20081217,18.69,18.77,0.19,1.02,18.68,19.35,161550.0,30850.04,0.73,7265.41,7286.87,36.55,0.5,7253.25,7378.1,57165032.0,3497933.25
20081216,17.4,18.58,1.01,5.75,17.31,18.58,155572.0,27956.53,0.71,7052.77,7250.32,148.9,2.1,6955.19,7250.32,50038268.0,2765780.0
20081215,17.7,17.57,0.08,0.45,17.1,17.9,89262.0,15672.93,0.41,7184.16,7101.42,8.71,0.12,6968.6,7229.8,46671008.0,2724293.75
20081212,18.3,17.65,0.88,4.75,17.0,18.3,175303.0,30862.74,0.8,7304.58,7092.71,268.78,3.65,6988.8,7338.07,61670772.0,3516916.5
20081211,19.22,18.53,0.7,3.64,18.5,19.5,146077.0,27650.12,0.66,7467.45,7361.49,128.8,1.72,7354.44,7577.12,66724808.0,4061667.0
20081210,18.93,19.23,0.07,0.37,18.45,19.48,181728.0,34500.52,0.83,7311.12,7490.29,129.3,1.76,7228.35,7498.23,69206776.0,4162669.0
20081209,19.0,19.16,0.16,0.84,18.89,20.0,251953.0,48873.57,1.14,7565.55,7360.99,167.64,2.23,7344.68,7585.16,80293128.0,4803964.0
20081208,18.68,19.0,0.55,2.98,18.45,19.16,226507.0,42647.43,1.03,7363.65,7528.63,249.48,3.43,7347.99,7563.46,94989272.0,5461672.5
20081205,18.57,18.45,0.05,0.27,17.83,18.85,207843.0,38117.45,0.94,7101.77,7279.15,148.22,2.08,7094.72,7299.15,70712776.0,4138124.0
20081204,18.31,18.5,0.49,2.72,18.11,19.4,387359.0,72758.47,1.76,7123.0,7130.93,89.86,1.28,7122.47,7389.35,103723496.0,5835053.0
20081203,17.86,18.01,0.36,2.04,17.32,18.49,302007.0,54001.88,1.37,6833.86,7041.07,245.26,3.61,6833.86,7041.07,78902176.0,4455821.5
20081202,17.4,17.65,0.4,2.22,17.2,18.5,227021.0,40413.26,1.03,6619.35,6795.81,31.84,0.47,6596.64,6887.5,64459980.0,3658275.75
20081201,18.18,18.05,0.13,0.72,17.12,19.2,412535.0,74480.59,1.87,6634.6,6763.97,105.46,1.58,6604.39,6768.05,47503884.0,2660530.0
20081128,16.43,18.18,1.39,8.28,16.3,18.47,427196.0,75696.77,1.94,6606.1,6658.51,24.73,0.37,6575.24,6727.81,42439712.0,2299844.5
20081127,16.51,16.79,1.26,8.11,15.92,17.08,424841.0,70459.2,1.93,6923.37,6683.24,149.37,2.29,6683.24,6947.12,73088464.0,3951185.0
20081126,16.01,15.53,0.07,0.45,15.26,16.2,190829.0,29941.71,0.87,6509.31,6533.87,44.87,0.69,6433.68,6610.53,32297784.0,1769573.38
20081125,15.3,15.6,0.7,4.7,15.2,15.86,301086.0,46824.85,1.37,6568.15,6489.0,22.81,0.35,6390.34,6609.08,36754036.0,2031747.25
20081124,15.3,14.9,0.26,1.78,14.85,15.99,309576.0,47322.71,1.41,6694.54,6466.19,245.16,3.65,6466.19,6745.41,44919040.0,2497436.25
20081121,14.63,14.64,0.45,2.98,14.05,15.17,169278.0,24667.13,0.77,6508.93,6711.35,14.52,0.22,6389.61,6854.63,70302712.0,3837476.75
20081120,14.81,15.09,0.09,0.6,14.65,15.85,293621.0,44948.67,1.33,6564.44,6696.83,16.89,0.25,6534.85,6850.7,77278784.0,4214353.0
20081119,13.89,15.0,1.05,7.53,13.63,15.1,162059.0,23244.04,0.74,6273.28,6679.94,386.64,6.14,6260.46,6698.2,71876232.0,3743495.25
20081118,15.0,13.95,1.34,8.76,13.84,15.45,224269.0,32812.04,1.02,6727.51,6293.3,489.73,7.22,6264.84,6790.52,82364480.0,4429380.0
20081117,14.92,15.29,0.49,3.31,14.51,15.44,359957.0,53925.61,1.64,6634.63,6783.03,122.62,1.84,6576.84,6783.03,78215032.0,4255278.5
20081114,13.49,14.8,1.35,10.04,13.21,14.8,385155.0,54172.64,1.75,6421.94,6660.41,296.38,4.66,6378.06,6660.43,78549000.0,4092347.25
20081113,12.5,13.45,0.48,3.7,12.15,13.59,274728.0,35043.86,1.25,6030.79,6364.03,247.36,4.04,5986.11,6420.73,68600984.0,3552511.25
20081112,13.68,12.97,0.82,5.95,12.52,13.69,163369.0,21316.9,0.74,6017.19,6116.67,16.9,0.28,5998.8,6157.76,38728432.0,1979910.12
20081111,13.99,13.79,0.27,1.92,13.73,14.06,117098.0,16250.59,0.53,6113.85,6099.77,27.35,0.45,6046.97,6254.49,53042976.0,2699273.75
20081110,13.54,14.06,0.9,6.84,13.3,14.18,136911.0,18890.51,0.62,5855.08,6127.12,374.02,6.5,5855.08,6128.72,50519412.0,2247867.5
20081107,13.35,13.16,0.48,3.52,12.95,13.55,65087.0,8607.52,0.3,5626.92,5753.1,32.55,0.57,5598.21,5787.79,25671490.0,1186349.12
20081106,13.7,13.64,0.4,2.85,13.48,13.93,32756.0,4474.91,0.15,5734.93,5720.55,145.23,2.48,5678.34,5767.13,23636020.0,1076181.75
20081105,13.83,14.04,0.45,3.31,13.66,14.46,55029.0,7759.69,0.25,5721.52,5865.78,196.97,3.47,5721.17,5941.8,31895550.0,1423923.12
20081104,13.83,13.59,0.24,1.74,13.31,13.99,32046.0,4373.0,0.15,5807.12,5668.81,156.19,2.68,5633.31,5807.18,21406462.0,1016707.19
20081103,13.41,13.83,0.25,1.84,13.36,13.95,45127.0,6225.0,0.21,5794.17,5825.0,14.33,0.25,5775.27,5913.39,18780440.0,912770.25
20081031,13.52,13.58,0.08,0.59,13.3,13.7,42390.0,5723.0,0.19,5887.9,5839.33,70.33,1.19,5810.61,5930.78,21572084.0,1028267.19
20081030,13.05,13.5,0.5,3.85,13.02,13.75,62865.0,8492.46,0.29,5835.72,5909.66,110.99,1.91,5772.92,6017.0,30922864.0,1439198.88
20081029,13.65,13.0,0.45,3.35,13.0,13.86,51498.0,6881.34,0.23,5973.5,5798.67,92.45,1.57,5792.77,5987.62,31523742.0,1500793.5
20081028,12.1,13.45,1.05,8.47,12.08,13.45,71604.0,9204.1,0.33,5589.31,5891.12,156.31,2.73,5577.23,5923.44,35588220.0,1726054.25
20081027,12.99,12.4,0.76,5.78,12.01,13.0,70614.0,8806.9,0.32,6037.54,5734.81,424.14,6.89,5721.69,6039.09,30610704.0,1528456.12
20081024,13.53,13.16,0.34,2.52,13.1,14.1,92023.0,12574.04,0.42,6317.51,6158.95,166.36,2.63,6093.75,6370.54,22730234.0,1272210.25
20081023,13.15,13.5,0.1,0.75,12.95,13.72,82690.0,11138.58,0.38,6213.92,6325.31,47.26,0.75,6153.16,6340.51,25186550.0,1372065.75
20081022,12.91,13.4,0.22,1.67,12.9,13.84,81224.0,10996.32,0.37,6293.04,6278.04,111.14,1.74,6265.39,6457.05,25898928.0,1370102.62
20081021,12.73,13.18,0.58,4.6,12.6,13.42,66527.0,8723.17,0.3,6435.91,6389.19,37.1,0.58,6379.16,6527.49,33702988.0,1821479.12
20081020,12.16,12.6,0.4,3.28,12.01,12.97,44493.0,5567.41,0.2,6220.43,6426.29,216.78,3.49,6101.42,6452.34,28604038.0,1473423.12
20081017,12.55,12.2,0.24,1.93,12.05,12.65,63274.0,7758.18,0.29,6213.52,6209.51,42.94,0.7,6081.14,6247.35,23895414.0,1231946.38
20081016,12.5,12.44,0.66,5.04,12.11,12.69,74382.0,9223.8,0.34,6141.73,6166.56,239.79,3.74,6117.13,6312.18,32634328.0,1655355.0
20081015,13.63,13.1,0.7,5.07,12.8,13.63,83290.0,10844.77,0.38,6403.27,6406.35,66.77,1.03,6340.25,6453.03,23951426.0,1302972.25
20081014,15.1,13.8,0.69,4.76,13.75,15.25,132945.0,18979.41,0.6,6772.38,6473.12,98.47,1.5,6473.12,6807.14,37452220.0,2137374.25
20081013,14.35,14.49,0.09,0.62,13.7,14.5,82154.0,11517.82,0.37,6330.19,6571.59,186.23,2.92,6109.15,6571.59,29534454.0,1612928.12
20081010,14.75,14.4,1.07,6.92,13.92,14.75,200204.0,28162.63,0.91,6482.19,6385.35,372.86,5.52,6345.8,6500.74,28357240.0,1600025.25
20081009,16.25,15.47,0.49,3.07,15.1,16.28,67803.0,10462.57,0.31,7043.55,6758.22,166.27,2.4,6754.0,7058.98,26019522.0,1616674.38
20081008,16.35,15.96,1.02,6.01,15.61,16.65,73807.0,11812.0,0.34,6974.83,6924.49,256.79,3.58,6867.31,7092.97,25593730.0,1561079.12
